PaymentID,OrderID,PaymentMethod,Amount,PaymentDate
24214,48981,PayPal,176.4,2024-04-06
24215,48982,Debit Card,4539.36,2024-10-05
24216,48984,PayPal,46.57,2024-06-20
24217,48985,PayPal,812.07,2025-08-19
24218,48986,PayPal,936.81,2025-08-24
24219,48987,Credit Card,4786.12,2025-12-01
24220,48988,Debit Card,361.65,2025-03-06
24221,48989,Bank Transfer,410.4,2024-09-09
24222,48993,PayPal,301.35,2025-01-10
24223,48994,Bank Transfer,403.7,2024-05-02
24224,48995,Bank Transfer,577.98,2024-03-12
24225,48996,PayPal,782.82,2023-09-03
24226,48999,PayPal,29.67,2024-04-12
24227,49000,Bank Transfer,4302.6,2023-12-22
24228,49003,Bank Transfer,141.48,2024-02-22
24229,49004,PayPal,176.4,2024-12-29
24230,49005,Debit Card,2448.12,2024-10-31
24231,49006,Credit Card,4302.6,2024-10-25
24232,49009,Credit Card,327.2,2025-10-07
24233,49010,Debit Card,235.2,2025-05-31
24234,49011,Bank Transfer,1506.32,2025-03-28
24235,49013,Bank Transfer,6608.43,2024-12-02
24236,49014,Bank Transfer,117.6,2025-02-10
24237,49017,Credit Card,808.44,2025-04-22
24238,49020,Debit Card,163.6,2024-08-21
24239,49021,PayPal,175.14,2024-11-09
24240,49022,Credit Card,147.0,2025-06-20
24241,49025,PayPal,2202.81,2024-09-28
24242,49028,PayPal,152.6,2024-12-16
24243,49032,Debit Card,3924.36,2025-01-08
24244,49034,Credit Card,308.72,2025-03-20
24245,49036,Credit Card,16.38,2024-03-27
24246,49037,PayPal,2413.95,2025-06-30
24247,49038,Bank Transfer,206.46,2025-02-16
24248,49041,PayPal,131.56,2024-10-02
24249,49042,Credit Card,743.04,2025-01-15
24250,49043,Debit Card,20.45,2026-01-27
24251,49044,PayPal,31.44,2025-11-14
24252,49045,Credit Card,286.3,2024-12-20
24253,49047,Credit Card,97.07,2026-01-03
24254,49048,PayPal,129.15,2024-01-29
24255,49051,Bank Transfer,225.04,2024-11-13
24256,49055,Bank Transfer,2215.89,2024-07-21
24257,49056,Debit Card,6484.8,2023-10-24
24258,49057,Bank Transfer,114.05,2023-10-03
24259,49058,Debit Card,288.72,2025-05-05
24260,49059,Credit Card,729.06,2025-01-02
24261,49061,Debit Card,68.43,2025-03-18
24262,49062,Debit Card,149.65,2024-01-18
24263,49063,Debit Card,484.44,2023-11-28
24264,49066,PayPal,122.7,2025-08-21
24265,49067,Credit Card,67.35,2024-09-24
24266,49070,PayPal,6388.74,2024-09-17
24267,49071,PayPal,161.48,2024-10-24
24268,49073,Bank Transfer,865.8,2025-03-02
24269,49075,Credit Card,95.92,2025-07-08
24270,49076,Bank Transfer,1770.16,2025-08-23
24271,49080,Bank Transfer,629.92,2024-07-03
24272,49082,Debit Card,521.88,2024-08-07
24273,49084,PayPal,61.75,2023-09-06
24274,49087,Debit Card,726.66,2025-08-12
24275,49088,Bank Transfer,547.61,2025-10-16
24276,49092,Bank Transfer,269.02,2025-12-25
24277,49093,Bank Transfer,246.24,2024-10-23
24278,49094,Debit Card,8.0,2024-08-30
24279,49096,PayPal,108.25,2025-06-07
24280,49099,PayPal,227.52,2025-02-04
24281,49102,Credit Card,45.6,2024-10-15
24282,49104,PayPal,3242.4,2024-10-29
24283,49106,PayPal,607.55,2025-09-04
24284,49108,PayPal,192.66,2024-07-01
24285,49109,Debit Card,256.08,2024-11-23
24286,49110,Bank Transfer,129.15,2024-10-31
24287,49112,Credit Card,194.64,2024-08-14
24288,49113,Bank Transfer,3264.16,2025-04-09
24289,49116,PayPal,1249.08,2024-10-24
24290,49118,Bank Transfer,52.56,2025-07-09
24291,49119,Bank Transfer,225.04,2025-04-08
24292,49121,Debit Card,61.75,2024-03-17
24293,49122,Bank Transfer,631.84,2024-10-21
24294,49127,PayPal,5176.92,2023-10-16
24295,49128,Bank Transfer,701.92,2025-04-18
24296,49130,Credit Card,379.05,2025-03-27
24297,49134,Debit Card,73.5,2024-04-17
24298,49136,Debit Card,466.23,2025-07-04
24299,49139,Credit Card,115.77,2024-10-18
24300,49142,Credit Card,265.02,2024-06-28
24301,49144,Credit Card,34.2,2025-11-22
24302,49145,PayPal,4969.02,2025-06-02
24303,49146,Bank Transfer,141.12,2025-03-02
24304,49147,PayPal,3204.84,2025-10-14
24305,49149,Debit Card,160.05,2025-06-04
24306,49151,PayPal,2069.1,2023-09-09
24307,49152,Debit Card,586.7,2025-06-25
24308,49154,Bank Transfer,92.19,2025-09-02
24309,49156,Bank Transfer,735.36,2024-03-04
24310,49157,PayPal,156.46,2025-12-22
24311,49158,Credit Card,21.8,2025-04-27
24312,49160,Credit Card,403.95,2023-09-29
24313,49161,Bank Transfer,344.4,2024-11-24
24314,49162,Credit Card,324.9,2023-09-04
24315,49163,PayPal,107.16,2024-12-29
24316,49165,PayPal,165.12,2025-06-19
24317,49168,PayPal,373.92,2023-10-26
24318,49170,PayPal,69.1,2024-09-08
24319,49172,Bank Transfer,589.8,2025-04-05
24320,49173,PayPal,1534.5,2024-01-02
24321,49174,Debit Card,13739.84,2024-07-12
24322,49177,Credit Card,767.25,2025-07-18
24323,49179,Bank Transfer,758.2,2024-08-18
24324,49180,Debit Card,87.9,2024-03-01
24325,49181,PayPal,7210.89,2023-06-04
24326,49188,Debit Card,340.74,2024-06-01
24327,49190,PayPal,109.0,2025-06-08
24328,49191,Debit Card,241.72,2023-09-30
24329,49192,PayPal,3309.3,2024-10-28
24330,49193,Bank Transfer,1616.88,2025-05-01
24331,49194,PayPal,595.08,2024-02-16
24332,49196,Credit Card,350.96,2024-04-07
24333,49197,PayPal,469.36,2024-08-26
24334,49198,Bank Transfer,1088.24,2024-10-19
24335,49200,Debit Card,183.75,2025-07-24
24336,49203,Debit Card,734.27,2026-02-10
24337,49204,Bank Transfer,654.15,2023-11-08
24338,49206,Credit Card,145.98,2025-12-12
24339,49207,Bank Transfer,43.6,2024-08-19
24340,49208,Bank Transfer,2568.85,2024-09-08
24341,49209,Bank Transfer,122.7,2025-09-02
24342,49211,Credit Card,344.4,2024-04-13
24343,49213,Debit Card,27.64,2024-11-11
24344,49215,Debit Card,227.16,2025-02-15
24345,49219,PayPal,68.4,2025-04-30
24346,49223,Bank Transfer,3082.62,2024-08-08
24347,49224,PayPal,302.88,2024-01-08
24348,49225,PayPal,131.7,2025-12-24
24349,49226,PayPal,473.6,2025-07-08
24350,49227,Bank Transfer,1441.92,2023-11-03
24351,49228,Credit Card,241.9,2025-10-24
24352,49229,Debit Card,95.58,2023-09-30
24353,49231,Debit Card,48.82,2025-03-26
24354,49234,Credit Card,342.93,2024-10-18
24355,49235,Bank Transfer,2593.92,2026-04-01
24356,49238,Credit Card,342.93,2025-04-27
24357,49239,Debit Card,1167.8,2024-08-12
24358,49240,Bank Transfer,1691.44,2024-11-19
24359,49242,Debit Card,812.07,2024-09-07
24360,49243,Debit Card,564.76,2025-12-20
24361,49246,Bank Transfer,2021.1,2025-01-23
24362,49247,Debit Card,410.4,2025-03-17
24363,49251,Bank Transfer,151.55,2025-01-13
24364,49255,PayPal,145.29,2025-04-03
24365,49259,Credit Card,216.6,2025-03-29
24366,49260,Bank Transfer,89.8,2025-03-19
24367,49263,Bank Transfer,43.68,2024-04-26
24368,49264,PayPal,20.72,2025-10-19
24369,49265,PayPal,105.0,2025-08-20
24370,49266,Bank Transfer,164.08,2025-04-19
24371,49269,PayPal,6.74,2025-06-26
24372,49270,Bank Transfer,34.88,2025-11-03
24373,49272,PayPal,47.18,2025-05-16
24374,49276,PayPal,154.36,2024-02-06
24375,49278,Debit Card,26.96,2024-04-02
24376,49279,Credit Card,442.0,2024-10-06
24377,49280,Bank Transfer,224.07,2023-12-30
24378,49281,Credit Card,528.03,2025-06-12
24379,49283,Bank Transfer,161.36,2025-08-25
24380,49285,Debit Card,25.02,2024-02-20
24381,49286,Debit Card,111.15,2024-08-27
24382,49287,Credit Card,450.08,2024-01-26
24383,49290,Debit Card,1173.04,2024-11-27
24384,49293,Credit Card,777.76,2025-12-20
24385,49295,PayPal,1416.8,2023-09-18
24386,49296,Debit Card,807.9,2024-06-20
24387,49302,Credit Card,2581.56,2025-10-13
24388,49305,PayPal,944.88,2026-02-02
24389,49307,Credit Card,176.4,2025-09-11
24390,49308,Credit Card,8008.56,2024-10-30
24391,49313,Credit Card,347.92,2024-03-06
24392,49314,Debit Card,448.8,2024-04-21
24393,49315,Credit Card,91.92,2024-06-10
24394,49317,PayPal,2523.36,2025-01-28
24395,49320,Debit Card,288.09,2023-07-14
24396,49322,Bank Transfer,408.36,2025-05-10
24397,49326,Debit Card,391.92,2025-03-07
24398,49330,PayPal,21.8,2025-08-10
24399,49331,Debit Card,220.9,2025-04-06
24400,49332,Debit Card,4110.16,2023-06-24
24401,49335,Debit Card,2221.6,2025-03-01
24402,49336,Credit Card,477.9,2025-09-10
24403,49341,Debit Card,2040.1,2025-08-24
24404,49342,Bank Transfer,431.2,2024-10-18
24405,49343,Bank Transfer,4266.18,2024-08-16
24406,49345,Credit Card,723.3,2025-06-07
24407,49347,Credit Card,84.35,2024-03-21
24408,49348,Debit Card,81.52,2024-07-24
24409,49352,Bank Transfer,347.31,2025-07-27
24410,49354,PayPal,40.9,2025-01-28
24411,49355,Bank Transfer,806.8,2024-07-22
24412,49356,PayPal,21.4,2025-09-06
24413,49359,Debit Card,124.38,2025-08-22
24414,49361,Debit Card,598.4,2025-05-14
24415,49363,Debit Card,1212.66,2025-04-25
24416,49365,Credit Card,341.46,2024-06-26
24417,49370,PayPal,113.76,2024-12-23
24418,49371,Credit Card,61.04,2025-05-25
24419,49375,Credit Card,679.49,2025-09-12
24420,49377,Bank Transfer,192.85,2025-03-29
24421,49378,Bank Transfer,214.32,2023-11-24
24422,49380,PayPal,40.04,2025-07-01
24423,49381,PayPal,56.91,2024-05-18
24424,49384,Debit Card,14208.24,2025-05-28
24425,49385,PayPal,1215.1,2026-03-11
24426,49387,Credit Card,95.4,2025-03-24
24427,49390,Debit Card,511.92,2023-11-11
24428,49391,Debit Card,161.58,2024-11-06
24429,49393,Credit Card,239.44,2025-06-07
24430,49394,Bank Transfer,330.24,2023-12-14
24431,49395,Credit Card,74.1,2025-07-25
24432,49396,Bank Transfer,2844.12,2024-03-07
24433,49397,Credit Card,221.0,2023-08-18
24434,49399,Credit Card,5137.7,2025-12-06
24435,49401,Debit Card,2024.0,2025-05-30
24436,49405,PayPal,288.09,2023-10-05
24437,49406,PayPal,53.9,2025-07-13
24438,49407,PayPal,123.06,2025-04-16
24439,49409,Bank Transfer,1897.36,2025-05-16
24440,49411,PayPal,1989.9,2024-06-29
24441,49414,Bank Transfer,1749.96,2023-12-29
24442,49418,Debit Card,111.15,2023-11-25
24443,49419,PayPal,481.65,2025-09-21
24444,49421,Bank Transfer,441.8,2024-05-15
24445,49422,Credit Card,1749.96,2023-11-06
24446,49423,Credit Card,474.48,2025-06-09
24447,49425,Credit Card,257.88,2025-09-12
24448,49426,PayPal,984.84,2025-08-30
24449,49427,PayPal,757.76,2024-04-25
24450,49428,Bank Transfer,189.3,2023-11-20
24451,49429,Bank Transfer,127.72,2024-03-22
24452,49431,Debit Card,231.54,2024-01-27
24453,49433,Credit Card,235.2,2024-03-24
24454,49434,Bank Transfer,426.45,2025-05-18
24455,49435,Debit Card,61.35,2025-05-25
24456,49436,Debit Card,614.18,2024-05-14
24457,49437,Bank Transfer,169.8,2025-03-25
24458,49441,Credit Card,850.57,2025-07-27
24459,49443,Credit Card,367.68,2026-02-25
24460,49445,Debit Card,2185.89,2024-06-30
24461,49449,Bank Transfer,47.7,2026-04-03
24462,49450,Debit Card,192.85,2026-02-10
24463,49452,Debit Card,441.8,2025-03-28
24464,49453,Bank Transfer,2180.2,2024-01-13
24465,49462,Bank Transfer,89.8,2024-12-15
24466,49464,Debit Card,64.16,2025-07-06
24467,49467,PayPal,1744.16,2025-08-23
24468,49468,Debit Card,97.07,2024-02-07
24469,49469,PayPal,31.08,2023-11-02
24470,49473,Debit Card,936.81,2026-02-09
24471,49474,PayPal,71.01,2025-02-04
24472,49475,Credit Card,45.6,2023-11-04
24473,49476,Credit Card,4.0,2025-09-25
24474,49479,Debit Card,10.7,2024-01-04
24475,49482,Bank Transfer,582.58,2024-06-11
24476,49483,Bank Transfer,7744.68,2023-10-09
24477,49486,Debit Card,128.32,2024-02-12
24478,49490,PayPal,288.72,2024-01-02
24479,49492,PayPal,15.54,2026-03-23
24480,49494,Credit Card,122.7,2023-06-17
24481,49495,PayPal,384.8,2025-06-06
24482,49496,Credit Card,1102.36,2024-12-01
24483,49498,PayPal,2403.63,2024-11-09
24484,49499,Debit Card,125.44,2025-06-02
24485,49501,Debit Card,585.09,2025-02-02
24486,49502,Debit Card,57.0,2024-05-14
24487,49503,Debit Card,15566.16,2025-04-07
24488,49505,Debit Card,69.15,2024-10-12
24489,49506,Debit Card,224.4,2025-03-28
24490,49507,Bank Transfer,3082.62,2025-07-16
24491,49510,PayPal,439.89,2024-04-21
24492,49511,Bank Transfer,161.48,2024-10-07
24493,49513,Bank Transfer,812.07,2023-10-13
24494,49515,Credit Card,22.81,2024-02-17
24495,49516,Credit Card,95.92,2024-07-10
24496,49517,Credit Card,885.0,2024-07-22
24497,49519,Bank Transfer,2937.08,2024-06-06
24498,49520,PayPal,941.57,2025-05-18
24499,49521,Bank Transfer,4786.12,2025-02-05
24500,49523,Credit Card,511.74,2025-08-22
24501,49524,Debit Card,50.61,2026-03-30
24502,49527,PayPal,82.04,2025-01-27
24503,49529,PayPal,1361.08,2024-10-31
24504,49530,PayPal,56.91,2025-02-09
24505,49531,Credit Card,408.36,2024-08-16
24506,49533,PayPal,155.18,2024-07-14
24507,49535,Credit Card,63.86,2025-04-16
24508,49536,PayPal,818.01,2025-04-20
24509,49537,PayPal,90.23,2025-09-04
24510,49541,Bank Transfer,495.36,2025-05-02
24511,49545,PayPal,220.9,2023-06-14
24512,49549,Debit Card,390.06,2025-07-20
24513,49550,PayPal,275.76,2025-10-04
24514,49551,PayPal,17174.8,2024-11-28
24515,49553,Bank Transfer,412.92,2026-02-08
24516,49556,Debit Card,88.4,2024-12-26
24517,49560,Debit Card,122.7,2025-04-03
24518,49562,Bank Transfer,817.46,2025-04-07
24519,49566,Debit Card,1215.1,2025-07-22
24520,49567,Bank Transfer,53.92,2024-04-07
24521,49568,Credit Card,297.54,2025-04-13
24522,49570,Bank Transfer,224.5,2025-01-30
24523,49574,PayPal,5328.09,2024-12-12
24524,49576,PayPal,61.53,2025-04-08
24525,49578,Debit Card,232.77,2025-04-25
24526,49581,PayPal,151.55,2024-05-30
24527,49582,Credit Card,82.56,2025-10-11
24528,49585,PayPal,78.84,2024-04-06
24529,49586,Bank Transfer,219.5,2025-04-06
24530,49587,Debit Card,159.67,2025-08-06
24531,49590,Credit Card,164.45,2024-05-14
24532,49593,Credit Card,189.3,2024-03-26
24533,49595,PayPal,789.8,2024-12-01
24534,49597,Bank Transfer,970.7,2025-05-07
24535,49601,Credit Card,61.75,2023-11-03
24536,49602,Credit Card,78.48,2024-12-28
24537,49603,Credit Card,8008.56,2025-02-10
24538,49604,Credit Card,2883.84,2025-09-15
24539,49606,Bank Transfer,3103.65,2024-11-01
24540,49609,Bank Transfer,1026.41,2025-06-26
24541,49610,PayPal,5152.44,2025-03-23
24542,49614,Credit Card,11.4,2023-11-23
24543,49615,Bank Transfer,37.05,2025-09-16
24544,49616,Credit Card,145.32,2025-03-13
24545,49617,Debit Card,29.93,2024-12-29
24546,49619,PayPal,387.95,2024-02-29
24547,49622,PayPal,7.89,2025-08-24
24548,49627,Debit Card,867.51,2026-01-30
24549,49629,PayPal,107.0,2025-01-30
24550,49633,Debit Card,86.98,2024-11-12
24551,49635,Bank Transfer,91.2,2025-04-16
24552,49636,Debit Card,698.31,2024-09-09
24553,49638,Bank Transfer,257.88,2025-03-11
24554,49639,Credit Card,450.08,2025-04-07
24555,49640,Bank Transfer,860.52,2025-01-11
24556,49643,Bank Transfer,95.4,2023-10-17
24557,49646,Debit Card,87.6,2025-02-06
24558,49647,Bank Transfer,114.05,2024-05-18
24559,49650,PayPal,56.88,2024-05-01
24560,49652,Debit Card,6608.43,2024-12-08
24561,49653,Debit Card,1327.5,2025-05-21
24562,49654,Debit Card,2462.1,2025-02-03
24563,49655,Debit Card,134.96,2024-03-30
24564,49656,Bank Transfer,141.48,2024-11-30
24565,49657,PayPal,5294.88,2024-11-25
24566,49659,Bank Transfer,379.1,2025-07-28
24567,49661,Credit Card,108.25,2024-04-20
24568,49664,Credit Card,1296.96,2024-09-19
24569,49665,Credit Card,157.96,2025-07-13
24570,49667,Bank Transfer,307.65,2024-06-25
24571,49668,Debit Card,32.08,2024-02-18
24572,49671,Bank Transfer,178.32,2024-09-03
24573,49673,Bank Transfer,344.4,2024-06-08
24574,49676,Bank Transfer,157.5,2024-06-24
24575,49680,Credit Card,188.29,2024-06-16
24576,49681,Debit Card,129.9,2025-07-13
24577,49682,Credit Card,236.25,2024-05-07
24578,49683,PayPal,364.53,2024-04-15
24579,49690,Credit Card,220.4,2024-11-29
24580,49692,Debit Card,578.34,2024-01-22
24581,49695,Debit Card,991.8,2025-07-04
24582,49697,Debit Card,44.58,2025-06-02
24583,49698,Credit Card,44.58,2024-12-22
24584,49701,Bank Transfer,1945.44,2024-08-23
24585,49707,Bank Transfer,143.57,2025-04-25
24586,49708,PayPal,873.63,2024-03-24
24587,49709,PayPal,97.07,2024-07-28
24588,49712,Bank Transfer,97.07,2025-07-16
24589,49716,Credit Card,7.89,2023-11-27
24590,49719,Credit Card,414.9,2024-11-06
24591,49722,PayPal,91.92,2024-12-07
24592,49725,Debit Card,410.4,2024-01-14
24593,49728,Debit Card,389.28,2024-02-16
24594,49731,PayPal,84.35,2024-10-05
24595,49732,Debit Card,26.16,2025-02-16
24596,49735,Credit Card,3616.5,2025-05-02
24597,49736,Credit Card,1780.95,2025-08-21
24598,49739,Credit Card,972.08,2025-02-01
24599,49741,PayPal,866.97,2024-08-06
24600,49746,Debit Card,2588.46,2024-10-20
24601,49747,PayPal,322.96,2024-11-18
24602,49748,Credit Card,541.38,2024-04-08
24603,49751,Bank Transfer,88.4,2025-05-12
24604,49753,PayPal,11440.8,2024-08-06
24605,49762,Debit Card,99.18,2025-07-23
24606,49764,PayPal,118.68,2025-07-20
24607,49767,Bank Transfer,78.9,2025-02-09
24608,49769,PayPal,477.9,2024-12-24
24609,49772,Credit Card,429.8,2024-09-29
24610,49778,Credit Card,294.9,2024-10-06
24611,49779,PayPal,202.11,2025-08-20
24612,49781,Debit Card,2413.95,2025-09-20
24613,49783,PayPal,220.9,2025-09-12
24614,49784,Bank Transfer,1093.59,2023-07-22
24615,49786,PayPal,237.72,2024-07-09
24616,49789,Credit Card,17.52,2024-01-19
24617,49790,Credit Card,4269.06,2025-02-09
24618,49791,Debit Card,222.16,2024-05-22
24619,49792,Bank Transfer,695.84,2025-01-03
24620,49794,Credit Card,437.94,2025-01-05
24621,49798,Debit Card,1308.12,2024-09-12
24622,49800,Bank Transfer,209.51,2025-01-17
24623,49801,PayPal,720.96,2025-03-12
24624,49804,Bank Transfer,2393.06,2024-12-26
24625,49806,Bank Transfer,37.86,2025-04-10
24626,49808,PayPal,1723.47,2025-04-10
24627,49809,PayPal,351.6,2023-12-28
24628,49811,Bank Transfer,1093.59,2024-05-29
24629,49813,Credit Card,31.56,2025-04-08
24630,49814,Bank Transfer,310.36,2024-09-12
24631,49817,Debit Card,31.36,2024-01-22
24632,49821,Debit Card,85.86,2025-07-07
24633,49822,Bank Transfer,465.7,2025-01-31
24634,49823,PayPal,43.95,2025-09-04
24635,49828,Bank Transfer,85.6,2023-12-26
24636,49829,Debit Card,6388.74,2025-09-20
24637,49830,Bank Transfer,650.1,2025-11-16
24638,49832,Credit Card,816.04,2025-02-26
24639,49834,Bank Transfer,13.82,2024-06-12
24640,49835,PayPal,817.46,2024-04-23
24641,49838,Debit Card,70.08,2025-02-20
24642,49839,Debit Card,1224.06,2024-07-13
24643,49842,Credit Card,269.5,2024-04-27
24644,49843,Credit Card,597.25,2024-09-18
24645,49845,Credit Card,1945.44,2025-06-03
24646,49847,Credit Card,398.37,2024-11-12
24647,49849,Debit Card,44.1,2024-10-05
24648,49850,Credit Card,308.72,2024-10-15
24649,49851,Debit Card,101.22,2024-06-08
24650,49852,Credit Card,43.6,2024-09-28
24651,49853,Credit Card,275.76,2024-09-13
24652,49854,Credit Card,34.2,2023-12-29
24653,49855,PayPal,327.18,2024-08-28
24654,49857,PayPal,15.68,2025-12-12
24655,49858,Debit Card,541.5,2024-08-30
24656,49859,Bank Transfer,203.8,2024-12-06
24657,49861,Credit Card,1219.5,2026-01-18
24658,49863,PayPal,134.96,2025-04-17
24659,49867,Bank Transfer,40.44,2024-12-22
24660,49868,Bank Transfer,521.88,2024-11-11
24661,49875,PayPal,491.5,2024-01-23
24662,49876,Debit Card,3097.5,2023-10-21
24663,49877,Bank Transfer,624.54,2023-11-06
24664,49878,Bank Transfer,203.76,2024-08-26
24665,49879,PayPal,1466.3,2024-09-10
24666,49880,PayPal,735.36,2025-02-05
24667,49882,Debit Card,358.4,2024-05-07
24668,49886,Bank Transfer,991.8,2025-01-07
24669,49887,Bank Transfer,107.16,2023-12-29
24670,49890,PayPal,3729.84,2025-11-28
24671,49891,PayPal,103.8,2023-08-26
24672,49893,PayPal,157.48,2025-03-18
24673,49894,Credit Card,789.8,2025-02-02
24674,49896,Credit Card,255.87,2025-07-01
24675,49897,PayPal,3104.25,2025-03-06
24676,49901,PayPal,426.3,2024-10-18
24677,49902,Bank Transfer,244.1,2025-03-31
24678,49908,PayPal,183.84,2024-02-20
24679,49909,Bank Transfer,435.42,2024-11-11
24680,49911,Bank Transfer,673.4,2025-04-23
24681,49912,Credit Card,6618.6,2024-05-12
24682,49914,Debit Card,3052.28,2024-09-01
24683,49917,Debit Card,62.72,2025-03-10
24684,49922,PayPal,459.6,2024-10-26
24685,49923,Debit Card,296.55,2025-02-18
24686,49924,Credit Card,146.46,2024-12-06
24687,49925,Debit Card,1039.36,2025-03-21
24688,49926,Bank Transfer,2413.95,2023-08-13
24689,49927,Credit Card,1561.35,2025-09-14
24690,49929,Credit Card,577.2,2023-07-22
24691,49930,Bank Transfer,2528.8,2024-02-21
24692,49931,Credit Card,363.56,2024-04-27
24693,49932,PayPal,99.18,2026-01-31
24694,49934,Credit Card,1102.36,2025-05-24
24695,49939,Bank Transfer,1802.4,2024-07-27
24696,49941,Bank Transfer,73.5,2023-12-12
24697,49942,Bank Transfer,3729.84,2025-04-05
24698,49943,PayPal,1088.96,2024-12-21
24699,49944,Credit Card,491.5,2025-08-25
24700,49946,Debit Card,237.72,2025-05-13
24701,49949,Credit Card,108.3,2024-11-06
24702,49954,PayPal,164.16,2025-01-29
24703,49957,Credit Card,439.89,2024-06-12
24704,49959,PayPal,198.99,2025-03-22
24705,49960,Credit Card,270.69,2025-02-20
24706,49963,PayPal,93.14,2024-02-01
24707,49967,Credit Card,3245.36,2024-12-03
24708,49969,Debit Card,776.56,2025-01-02
24709,49972,Credit Card,551.52,2024-06-09
24710,49975,Credit Card,1327.5,2024-06-03
24711,49977,Bank Transfer,129.9,2025-04-30
24712,49979,Debit Card,170.87,2025-07-31
24713,49980,Bank Transfer,164.16,2024-02-03
24714,49983,Debit Card,519.68,2023-12-04
24715,49984,Credit Card,43.3,2024-10-18
24716,49988,Bank Transfer,17760.3,2024-08-09
24717,49989,Debit Card,131.85,2025-01-23
24718,49992,Credit Card,439.89,2025-01-17
24719,49995,Credit Card,11674.62,2025-05-27
24720,49998,Credit Card,645.44,2025-03-27
24721,50000,PayPal,1144.08,2025-11-02
24722,50005,Debit Card,96.24,2026-01-24
24723,50007,Debit Card,40.76,2025-05-26
24724,50008,PayPal,1818.99,2025-02-13
24725,50009,Debit Card,551.52,2025-02-02
24726,50012,Bank Transfer,4539.36,2023-12-15
24727,50014,Bank Transfer,6208.5,2023-12-25
24728,50015,Credit Card,5176.92,2024-02-18
24729,50016,PayPal,454.45,2025-04-20
24730,50017,PayPal,786.4,2025-06-02
24731,50018,Bank Transfer,689.7,2024-11-09
24732,50019,Bank Transfer,583.9,2024-08-21
24733,50020,PayPal,666.48,2025-01-25
24734,50021,Debit Card,4966.8,2025-12-21
24735,50022,PayPal,328.32,2026-02-27
24736,50025,Debit Card,244.1,2025-08-29
24737,50027,Debit Card,58.8,2024-05-24
24738,50030,Bank Transfer,71.94,2024-12-09
24739,50031,Bank Transfer,465.54,2025-02-13
24740,50034,Bank Transfer,126.96,2025-01-27
24741,50035,Credit Card,107.0,2024-10-09
24742,50036,PayPal,163.04,2025-07-20
24743,50037,Bank Transfer,184.05,2024-11-09
24744,50043,Bank Transfer,2847.24,2025-01-25
24745,50044,Credit Card,175.6,2025-08-06
24746,50045,PayPal,962.0,2023-10-08
24747,50046,Credit Card,164.16,2024-09-18
24748,50048,Bank Transfer,1075.05,2023-07-06
24749,50050,PayPal,352.02,2025-03-21
24750,50054,Credit Card,322.96,2024-11-21
24751,50055,PayPal,873.87,2025-09-25
24752,50058,Bank Transfer,674.31,2025-02-13
24753,50060,Credit Card,205.1,2024-03-07
24754,50062,Debit Card,113.82,2024-10-08
24755,50064,Debit Card,350.96,2024-01-20
24756,50065,PayPal,2531.55,2024-12-17
24757,50067,PayPal,198.81,2025-04-29
24758,50068,Credit Card,1219.5,2025-01-11
24759,50069,Credit Card,186.84,2023-12-03
24760,50070,Debit Card,680.15,2025-05-24
24761,50074,Credit Card,2202.81,2023-11-20
24762,50075,Credit Card,78.9,2024-03-12
24763,50078,Credit Card,288.72,2024-12-20
24764,50083,Bank Transfer,1945.77,2024-10-03
24765,50085,PayPal,87.8,2024-11-24
24766,50087,Credit Card,62.28,2025-09-03
24767,50088,Credit Card,519.68,2025-07-16
24768,50091,PayPal,67.35,2024-07-06
24769,50092,Bank Transfer,2403.63,2025-07-18
24770,50096,Credit Card,404.22,2024-01-15
24771,50097,Debit Card,83.04,2025-03-23
24772,50099,Debit Card,2403.63,2024-11-21
24773,50100,Bank Transfer,474.54,2024-09-11
24774,50101,PayPal,186.9,2025-08-03
24775,50103,Debit Card,61.04,2023-09-09
24776,50105,Debit Card,174.3,2024-09-15
24777,50106,PayPal,62.72,2025-02-24
24778,50107,PayPal,307.65,2025-11-25
24779,50108,Debit Card,5587.65,2026-04-22
24780,50109,PayPal,1399.3,2024-03-31
24781,50110,Debit Card,541.38,2023-10-28
24782,50111,PayPal,164.16,2024-05-29
24783,50112,Credit Card,179.6,2025-02-16
24784,50113,Credit Card,491.5,2026-03-07
24785,50114,Bank Transfer,22.81,2024-01-13
24786,50115,Debit Card,2621.61,2024-11-16
24787,50116,Credit Card,1694.61,2025-05-11
24788,50117,Debit Card,288.72,2024-06-17
24789,50123,PayPal,2758.8,2026-01-18
24790,50124,Credit Card,1102.36,2025-04-14
24791,50126,PayPal,444.32,2025-01-15
24792,50127,Bank Transfer,87.9,2025-02-19
24793,50128,Bank Transfer,22.05,2024-08-17
24794,50130,Debit Card,31.93,2024-09-30
24795,50132,PayPal,865.8,2024-10-26
24796,50133,Debit Card,1441.92,2025-12-27
24797,50139,PayPal,267.03,2024-10-31
24798,50140,Credit Card,795.96,2024-07-23
24799,50141,Bank Transfer,753.16,2025-10-28
24800,50142,Credit Card,341.16,2025-08-04
24801,50144,Debit Card,256.64,2025-04-12
24802,50146,Bank Transfer,947.76,2025-11-03
24803,50149,Bank Transfer,289.17,2025-12-24
24804,50151,Debit Card,1210.59,2023-09-19
24805,50152,PayPal,178.02,2025-08-18
24806,50153,Credit Card,288.72,2024-11-17
24807,50154,Bank Transfer,389.76,2024-12-09
24808,50155,Bank Transfer,269.5,2026-03-11
